zip,latitude,longitude,city,state,county,name
03258,,,Chichester,NH,Merrimack,New Hampshire
03262,44.035391,-71.686326,North Woodstock,NH,Grafton,New Hampshire
03261,43.208676,-71.202568,Northwood,NH,Rockingham,New Hampshire
03264,43.710919,-71.694017,Plymouth,NH,Grafton,New Hampshire
03263,43.297834,-71.343707,Pittsfield,NH,Merrimack,New Hampshire
03266,43.752475,-71.788434,Rumney,NH,Grafton,New Hampshire
03269,43.50178,-71.514248,Sanbornton,NH,Belknap,New Hampshire
03268,43.361756,-71.558817,Salisbury,NH,Merrimack,New Hampshire
03272,43.310279,-71.662928,South Newbury,NH,Merrimack,New Hampshire
03273,43.304205,-71.928867,South Sutton,NH,Merrimack,New Hampshire
03274,43.967542,-71.840883,Stinson Lake,NH,Grafton,New Hampshire
03275,43.286382,-71.599047,Suncook,NH,Merrimack,New Hampshire
03276,43.536056,-71.49166,Tilton,NH,Belknap,New Hampshire
03279,43.967542,-71.840883,Warren,NH,Grafton,New Hampshire
03278,43.310858,-71.842299,Warner,NH,Merrimack,New Hampshire
03280,43.17229,-72.100689,Washington,NH,Sullivan,New Hampshire
03281,43.084176,-71.762578,Weare,NH,Hillsborough,New Hampshire
03282,43.967542,-71.840883,Wentworth,NH,Grafton,New Hampshire
03287,43.44853,-71.915826,Wilmot,NH,Merrimack,New Hampshire
03284,43.493812,-72.047018,Springfield,NH,Sullivan,New Hampshire
03289,43.496372,-71.519728,Winnisquam,NH,Belknap,New Hampshire
03291,43.182251,-71.139551,West Nottingham,NH,Rockingham,New Hampshire
03290,43.124825,-71.125879,Nottingham,NH,Rockingham,New Hampshire
03293,43.967542,-71.840883,Woodstock,NH,Grafton,New Hampshire
03298,43.524872,-71.445841,Tilton,NH,Belknap,New Hampshire
03301,43.230314,-71.536101,Concord,NH,Merrimack,New Hampshire
03302,43.310279,-71.662928,Concord,NH,Merrimack,New Hampshire
03303,43.281654,-71.659523,Concord,NH,Merrimack,New Hampshire
03304,43.128256,-71.544599,Bow,NH,Merrimack,New Hampshire
03305,43.2134,-71.517151,Concord,NH,Merrimack,New Hampshire
03441,42.777271,-72.444106,Ashuelot,NH,Cheshire,New Hampshire
03307,43.319339,-71.467006,Loudon,NH,Merrimack,New Hampshire
03443,42.883948,-72.454813,Chesterfield,NH,Cheshire,New Hampshire
03431,42.903656,-72.248052,Keene,NH,Cheshire,New Hampshire
03445,42.998225,-72.201903,Sullivan,NH,Cheshire,New Hampshire
03435,42.947098,-72.243029,Keene,NH,Cheshire,New Hampshire
03447,42.881769,-72.248026,Fitzwilliam,NH,Cheshire,New Hampshire
03440,43.044535,-71.971353,Antrim,NH,Hillsborough,New Hampshire
03449,42.93924,-71.983797,Hancock,NH,Hillsborough,New Hampshire
03442,43.002936,-71.908029,Bennington,NH,Hillsborough,New Hampshire
03450,42.884548,-72.102634,Harrisville,NH,Cheshire,New Hampshire
03444,42.889124,-72.018993,Dublin,NH,Cheshire,New Hampshire
03452,42.821969,-72.082559,Jaffrey,NH,Cheshire,New Hampshire
03446,42.841079,-72.330145,Swanzey,NH,Cheshire,New Hampshire
03456,43.119294,-72.202564,Marlow,NH,Cheshire,New Hampshire
03448,42.936786,-72.210953,Gilsum,NH,Cheshire,New Hampshire
03458,42.956433,-71.9372,Peterborough,NH,Hillsborough,New Hampshire
03451,42.894151,-72.280099,Hinsdale,NH,Cheshire,New Hampshire
03461,42.76509,-72.00912,Rindge,NH,Cheshire,New Hampshire
03455,42.88825,-72.279638,Marlborough,NH,Cheshire,New Hampshire
03465,42.843617,-72.279814,Troy,NH,Cheshire,New Hampshire
03457,42.896623,-72.091677,Nelson,NH,Cheshire,New Hampshire
03467,42.973867,-72.44256,Westmoreland,NH,Cheshire,New Hampshire
03462,42.870716,-72.239432,Spofford,NH,Cheshire,New Hampshire
03469,42.87341,-72.31509,West Swanzey,NH,Cheshire,New Hampshire
03464,42.95478,-72.102454,Stoddard,NH,Cheshire,New Hampshire
03470,42.895797,-72.274928,Winchester,NH,Cheshire,New Hampshire
03466,42.858419,-72.432202,West Chesterfield,NH,Cheshire,New Hampshire
03575,44.695648,-71.387387,Bretton Woods,NH,Coos,New Hampshire
03468,42.890804,-71.933396,West Peterborough,NH,Hillsborough,New Hampshire
03579,44.695648,-71.387387,Errol,NH,Coos,New Hampshire
03561,44.335289,-71.877638,Littleton,NH,Grafton,New Hampshire
03580,44.212814,-71.737162,Franconia,NH,Grafton,New Hampshire
03570,44.512344,-71.194226,Berlin,NH,Coos,New Hampshire
03582,44.75096,-71.422453,Groveton,NH,Coos,New Hampshire
03574,44.30632,-71.728049,Bethlehem,NH,Grafton,New Hampshire
03584,44.476575,-71.561225,Lancaster,NH,Coos,New Hampshire
03576,44.902731,-71.500809,Colebrook,NH,Coos,New Hampshire
03588,44.56532,-71.218672,Milan,NH,Coos,New Hampshire
03581,44.404848,-71.154758,Gorham,NH,Coos,New Hampshire
03595,44.26895,-71.547061,Twin Mountain,NH,Coos,New Hampshire
03583,44.695648,-71.387387,Jefferson,NH,Coos,New Hampshire
03597,44.695648,-71.387387,West Stewartstown,NH,Coos,New Hampshire
03585,44.245004,-71.888882,Lisbon,NH,Grafton,New Hampshire
03601,43.195982,-72.300075,Acworth,NH,Sullivan,New Hampshire
03587,44.695648,-71.387387,Meadows,NH,Coos,New Hampshire
03603,43.268117,-72.370222,Charlestown,NH,Sullivan,New Hampshire
03589,44.695648,-71.387387,Mount Washington,NH,Coos,New Hampshire
03605,43.213615,-72.196758,Lempster,NH,Sullivan,New Hampshire
03590,44.695648,-71.387387,North Stratford,NH,Coos,New Hampshire
03607,43.364504,-72.193966,South Acworth,NH,Sullivan,New Hampshire
03592,44.695648,-71.387387,Pittsburg,NH,Coos,New Hampshire
03609,43.138018,-72.407236,North Walpole,NH,Cheshire,New Hampshire
03598,44.363681,-71.610189,Whitefield,NH,Coos,New Hampshire
03740,44.114163,-71.948852,Bath,NH,Grafton,New Hampshire
03602,43.134412,-72.310623,Alstead,NH,Cheshire,New Hampshire
03746,43.364504,-72.193966,Cornish Flat,NH,Sullivan,New Hampshire
03604,42.947098,-72.243029,Drewsville,NH,Cheshire,New Hampshire
03748,43.630906,-72.116603,Enfield,NH,Grafton,New Hampshire
03608,43.072239,-72.390121,Walpole,NH,Cheshire,New Hampshire
03751,43.44872,-72.063675,Georges Mills,NH,Sullivan,New Hampshire
03741,43.63123,-72.057312,Canaan,NH,Grafton,New Hampshire
03753,43.463101,-72.218445,Grantham,NH,Sullivan,New Hampshire
03743,43.415993,-72.209819,Claremont,NH,Sullivan,New Hampshire
03755,43.861077,-72.120314,Hanover,NH,Grafton,New Hampshire
03745,43.462156,-72.337149,Cornish,NH,Sullivan,New Hampshire
03766,43.637148,-72.23546,Lebanon,NH,Grafton,New Hampshire
03749,43.579573,-72.08541,Enfield Center,NH,Grafton,New Hampshire
03768,43.801656,-72.130495,Lyme,NH,Grafton,New Hampshire
03750,43.697999,-72.215182,Etna,NH,Grafton,New Hampshire
03771,44.268612,-72.015317,Monroe,NH,Grafton,New Hampshire
03752,43.417705,-72.196718,Goshen,NH,Sullivan,New Hampshire
03773,43.390485,-72.199659,Newport,NH,Sullivan,New Hampshire
03754,43.365618,-72.125562,Guild,NH,Sullivan,New Hampshire
03777,43.927348,-72.10987,Orford,NH,Grafton,New Hampshire
03756,43.967542,-71.840883,Lebanon,NH,Grafton,New Hampshire
03779,43.948343,-72.062132,Piermont,NH,Grafton,New Hampshire
03765,44.037549,-72.046692,Haverhill,NH,Grafton,New Hampshire
03780,43.967542,-71.840883,Pike,NH,Grafton,New Hampshire
03769,43.786267,-72.120468,Lyme Center,NH,Grafton,New Hampshire
03782,43.426838,-72.15471,Sunapee,NH,Sullivan,New Hampshire
03770,43.421675,-72.255638,Meriden,NH,Sullivan,New Hampshire
03784,43.644367,-72.2348,West Lebanon,NH,Grafton,New Hampshire
03774,44.077803,-72.014608,North Haverhill,NH,Grafton,New Hampshire
03801,43.009222,-70.950742,Portsmouth,NH,Rockingham,New Hampshire
03781,43.432999,-72.282596,Plainfield,NH,Sullivan,New Hampshire
03803,42.92703,-71.444752,Portsmouth,NH,Rockingham,New Hampshire
03785,43.948644,-72.080708,Woodsville,NH,Grafton,New Hampshire
03805,43.285282,-70.930684,Rollinsford,NH,Strafford,New Hampshire
03802,43.005895,-71.013202,Portsmouth,NH,Rockingham,New Hampshire
03809,43.462586,-71.222455,Alton,NH,Belknap,New Hampshire
03804,43.005895,-71.013202,Portsmouth,NH,Rockingham,New Hampshire
03810,43.502514,-71.277387,Alton Bay,NH,Belknap,New Hampshire
03811,42.878366,-71.159035,Atkinson,NH,Rockingham,New Hampshire
03812,43.883871,-71.257726,Bartlett,NH,Carroll,New Hampshire
03813,43.797391,-71.145357,Center Conway,NH,Carroll,New Hampshire
03814,43.762429,-71.122689,Center Ossipee,NH,Carroll,New Hampshire
03815,43.253739,-71.109825,Center Strafford,NH,Strafford,New Hampshire
03816,43.660752,-71.274458,Center Tuftonboro,NH,Carroll,New Hampshire
03817,43.74858,-71.089796,Chocorua,NH,Carroll,New Hampshire
03818,43.78892,-71.10261,Conway,NH,Carroll,New Hampshire
03819,42.926725,-71.082299,Danville,NH,Rockingham,New Hampshire
03821,43.326734,-71.028427,Dover,NH,Strafford,New Hampshire
03820,43.297309,-70.992042,Dover,NH,Strafford,New Hampshire
03825,43.29779,-71.097423,Barrington,NH,Strafford,New Hampshire
03822,43.326734,-71.028427,Dover,NH,Strafford,New Hampshire
03827,42.912071,-71.054245,East Kingston,NH,Rockingham,New Hampshire
03824,43.165772,-70.962843,Durham,NH,Strafford,New Hampshire
03830,43.635065,-71.009368,East Wakefield,NH,Carroll,New Hampshire
03826,42.893629,-71.14269,East Hampstead,NH,Rockingham,New Hampshire
03832,43.883871,-71.257726,Eaton Center,NH,Carroll,New Hampshire
03833,42.951274,-70.922262,Exeter,NH,Rockingham,New Hampshire
03836,43.823704,-71.093154,Freedom,NH,Carroll,New Hampshire
03835,43.306172,-71.003435,Farmington,NH,Strafford,New Hampshire
03838,44.050111,-71.265371,Glen,NH,Carroll,New Hampshire
03837,43.446567,-71.299456,Gilmanton Iron Works,NH,Belknap,New Hampshire
03841,42.877438,-71.139098,Hampstead,NH,Rockingham,New Hampshire
03839,43.309966,-70.998256,Rochester,NH,Strafford,New Hampshire
03843,43.005895,-71.013202,Hampton,NH,Rockingham,New Hampshire
03840,43.038634,-70.809157,Greenland,NH,Rockingham,New Hampshire
03845,44.082716,-71.134348,Intervale,NH,Carroll,New Hampshire
03842,42.917389,-70.95095,Hampton,NH,Rockingham,New Hampshire
03847,43.883871,-71.257726,Kearsarge,NH,Carroll,New Hampshire
03844,42.891888,-70.982601,Hampton Falls,NH,Rockingham,New Hampshire
03849,43.902311,-71.124612,Madison,NH,Carroll,New Hampshire
03846,43.883871,-71.257726,Jackson,NH,Carroll,New Hampshire
03850,43.707657,-71.301681,Melvin Village,NH,Carroll,New Hampshire
03848,42.909731,-71.102933,Kingston,NH,Rockingham,New Hampshire
03852,43.326734,-71.028427,Milton Mills,NH,Strafford,New Hampshire
03851,43.422942,-71.011369,Milton,NH,Strafford,New Hampshire
03854,43.064938,-70.721596,New Castle,NH,Rockingham,New Hampshire
03853,43.646319,-71.282068,Mirror Lake,NH,Carroll,New Hampshire
03856,43.037363,-70.978211,Newfields,NH,Rockingham,New Hampshire
03855,43.459503,-71.119055,New Durham,NH,Strafford,New Hampshire
03858,42.937092,-71.006898,Newton,NH,Rockingham,New Hampshire
03857,42.979021,-70.891642,Newmarket,NH,Rockingham,New Hampshire
03865,42.937838,-70.926206,Plaistow,NH,Rockingham,New Hampshire
03859,42.861915,-71.04002,Newton Junction,NH,Rockingham,New Hampshire
03867,43.326831,-70.993148,Rochester,NH,Strafford,New Hampshire
03860,43.784643,-71.10263,North Conway,NH,Carroll,New Hampshire
03869,43.16136,-70.942666,Rollinsford,NH,Strafford,New Hampshire
03862,43.00027,-70.913947,North Hampton,NH,Rockingham,New Hampshire
03870,43.010939,-70.764813,Rye,NH,Rockingham,New Hampshire
03864,43.667352,-71.153338,Ossipee,NH,Carroll,New Hampshire
03872,43.570694,-71.079427,Sanbornville,NH,Carroll,New Hampshire
03866,43.41176,-71.027303,Rochester,NH,Strafford,New Hampshire
03874,42.964415,-70.819897,Seabrook,NH,Rockingham,New Hampshire
03868,43.349689,-70.945161,Rochester,NH,Strafford,New Hampshire
03878,43.229489,-70.958264,Somersworth,NH,Strafford,New Hampshire
03871,42.980639,-70.771896,Rye Beach,NH,Rockingham,New Hampshire
03883,43.883871,-71.257726,South Tamworth,NH,Carroll,New Hampshire
03873,42.922666,-71.174262,Sandown,NH,Rockingham,New Hampshire
03885,43.01295,-70.882134,Stratham,NH,Rockingham,New Hampshire
03875,43.855269,-71.176182,Silver Lake,NH,Carroll,New Hampshire
03887,43.459999,-71.040842,Union,NH,Carroll,New Hampshire
03882,43.704702,-70.990155,Effingham,NH,Carroll,New Hampshire
03890,43.811782,-71.194586,West Ossipee,NH,Carroll,New Hampshire
03884,43.256871,-71.171886,Strafford,NH,Strafford,New Hampshire
03894,43.667102,-71.183597,Wolfeboro,NH,Carroll,New Hampshire
03886,43.647527,-71.277779,Tamworth,NH,Carroll,New Hampshire
03896,43.589157,-71.218894,Wolfeboro Falls,NH,Carroll,New Hampshire
03897,43.883871,-71.257726,Wonalancet,NH,Carroll,New Hampshire
03902,43.245785,-70.664719,Cape Neddick,ME,York,Maine
03901,43.279539,-70.740013,Berwick,ME,York,Maine
03904,43.191554,-70.684607,Kittery,ME,York,Maine
03903,43.182729,-70.745759,Eliot,ME,York,Maine
03906,43.340626,-70.753996,North Berwick,ME,York,Maine
03905,43.094746,-70.68928,Kittery Point,ME,York,Maine
03908,43.227549,-70.71171,South Berwick,ME,York,Maine
03907,43.350806,-70.731498,Ogunquit,ME,York,Maine
03911,43.155465,-70.635702,York Harbor,ME,York,Maine
03909,43.237891,-70.69099,York,ME,York,Maine
04002,43.467224,-70.738992,Alfred,ME,York,Maine
03910,43.211674,-70.73201,York Beach,ME,York,Maine
04004,43.365658,-70.604379,Bar Mills,ME,York,Maine
04001,43.520752,-70.804588,Acton,ME,York,Maine
04006,43.436049,-70.3598,Biddeford Pool,ME,York,Maine
04003,43.735867,-69.995456,Bailey Island,ME,Cumberland,Maine
04008,44.023162,-69.875816,Bowdoinham,ME,Sagadahoc,Maine
04005,43.532376,-70.651859,Biddeford,ME,York,Maine
04011,43.935634,-70.340652,Brunswick,ME,Cumberland,Maine
04007,43.45813,-70.505301,Biddeford,ME,York,Maine
04013,44.408078,-70.470703,Bustins Island,ME,Cumberland,Maine
04009,43.939828,-70.747431,Bridgton,ME,Cumberland,Maine
04015,43.962115,-70.524465,Casco,ME,Cumberland,Maine
04010,44.163033,-70.739823,Brownfield,ME,Oxford,Maine
04017,43.727806,-70.120437,Chebeague Island,ME,Cumberland,Maine
04014,43.365658,-70.604379,Cape Porpoise,ME,York,Maine
04019,44.408078,-70.470703,Cliff Island,ME,Cumberland,Maine
04016,44.180965,-70.891727,Center Lovell,ME,Oxford,Maine
04020,43.77397,-70.791727,Cornish,ME,York,Maine
04021,43.812676,-70.450494,Cumberland Center,ME,Cumberland,Maine
04022,44.566156,-70.661557,Denmark,ME,Oxford,Maine
04027,43.459708,-70.91519,Lebanon,ME,York,Maine
04024,43.844826,-70.688656,East Baldwin,ME,Cumberland,Maine
04029,43.867223,-70.547159,Sebago,ME,Cumberland,Maine
04028,43.732391,-70.845114,East Parsonfield,ME,York,Maine
04030,43.596921,-70.689681,East Waterboro,ME,York,Maine
04033,44.408078,-70.470703,Freeport,ME,Cumberland,Maine
04032,43.864477,-70.097543,Freeport,ME,Cumberland,Maine
04037,44.044292,-70.964418,Fryeburg,ME,Oxford,Maine
04034,44.408078,-70.470703,Freeport,ME,Cumberland,Maine
04039,43.878567,-70.328889,Gray,ME,Cumberland,Maine
04038,43.803689,-70.355188,Gorham,ME,Cumberland,Maine
04040,43.992681,-70.357119,Harrison,ME,Cumberland,Maine
04041,43.879628,-70.826188,Hiram,ME,Oxford,Maine
04042,43.584232,-70.624391,Hollis Center,ME,York,Maine
04043,43.494679,-70.54921,Kennebunk,ME,York,Maine
04046,43.534125,-70.607475,Kennebunkport,ME,York,Maine
04047,43.744987,-70.909196,Parsonsfield,ME,York,Maine
04048,43.661222,-70.83448,Limerick,ME,York,Maine
04049,43.703854,-70.748668,Limington,ME,York,Maine
04051,44.139839,-70.886741,Lovell,ME,Oxford,Maine
04050,44.408078,-70.470703,Long Island,ME,Cumberland,Maine
04053,44.408078,-70.470703,Merepoint,ME,Cumberland,Maine
04054,43.276341,-70.597752,Moody,ME,York,Maine
04055,43.957208,-70.639546,Naples,ME,Cumberland,Maine
04056,43.658378,-70.868871,Newfield,ME,York,Maine
04057,44.408078,-70.470703,North Bridgton,ME,Cumberland,Maine
04061,43.54209,-70.710773,North Waterboro,ME,York,Maine
04062,43.911381,-70.396652,Windham,ME,Cumberland,Maine
04063,43.504889,-70.385703,Ocean Park,ME,York,Maine
04064,43.411837,-70.469526,Old Orchard Beach,ME,York,Maine
04069,43.894983,-70.189159,Pownal,ME,Cumberland,Maine
04066,43.779982,-69.975477,Orrs Island,ME,Cumberland,Maine
04070,43.576983,-70.273642,Scarborough,ME,Cumberland,Maine
04068,43.848322,-70.935379,Porter,ME,Oxford,Maine
04072,43.541241,-70.666387,Saco,ME,York,Maine
04071,43.906227,-70.465928,Raymond,ME,Cumberland,Maine
04074,43.724562,-70.375162,Scarborough,ME,Cumberland,Maine
04073,43.576196,-70.630569,Sanford,ME,York,Maine
04076,43.510275,-70.77159,Shapleigh,ME,York,Maine
04075,43.796053,-70.552183,Sebago Lake,ME,Cumberland,Maine
04078,43.820774,-70.120781,South Freeport,ME,Cumberland,Maine
04077,43.910029,-70.524524,South Casco,ME,Cumberland,Maine
04081,44.566156,-70.661557,South Waterford,ME,Oxford,Maine
04079,43.78105,-69.995537,Harpswell,ME,Cumberland,Maine
04083,43.465941,-70.748295,Springvale,ME,York,Maine
04082,44.408078,-70.470703,South Windham,ME,Cumberland,Maine
04085,43.771934,-70.639561,Steep Falls,ME,Cumberland,Maine
04084,43.804454,-70.554905,Standish,ME,Cumberland,Maine
04087,43.573684,-70.749181,Waterboro,ME,York,Maine
04086,43.981404,-69.937793,Topsham,ME,Sagadahoc,Maine
04090,43.429659,-70.671274,Wells,ME,York,Maine
04088,44.566156,-70.661557,Waterford,ME,Oxford,Maine
04092,43.855116,-70.568534,Westbrook,ME,Cumberland,Maine
04091,44.408078,-70.470703,West Baldwin,ME,Cumberland,Maine
04094,43.406101,-70.573255,West Kennebunk,ME,York,Maine
04093,43.653805,-70.622959,Buxton,ME,York,Maine
04096,43.798227,-70.171979,Yarmouth,ME,Cumberland,Maine
04095,43.601018,-70.902676,West Newfield,ME,York,Maine
04098,44.408078,-70.470703,Westbrook,ME,Cumberland,Maine
04097,43.837951,-70.200114,North Yarmouth,ME,Cumberland,Maine
04102,43.74275,-70.44338,Portland,ME,Cumberland,Maine
04101,43.658784,-70.262393,Portland,ME,Cumberland,Maine
04104,43.84649,-70.464839,Portland,ME,Cumberland,Maine
04103,43.68826,-70.289844,Portland,ME,Cumberland,Maine
04106,43.627364,-70.289248,South Portland,ME,Cumberland,Maine
04105,43.73928,-70.270696,Falmouth,ME,Cumberland,Maine
04108,43.662809,-70.188442,Peaks Island,ME,Cumberland,Maine
04107,43.595512,-70.239559,Cape Elizabeth,ME,Cumberland,Maine
04122,44.408078,-70.470703,Portland,ME,Cumberland,Maine
04109,43.678339,-70.198742,Portland,ME,Cumberland,Maine
04124,44.408078,-70.470703,Portland,ME,Cumberland,Maine
04110,43.759021,-70.199307,Cumberland Foreside,ME,Cumberland,Maine
04210,44.087422,-70.243848,Auburn,ME,Androscoggin,Maine
04112,44.408078,-70.470703,Portland,ME,Cumberland,Maine
04212,44.197009,-70.239485,Auburn,ME,Androscoggin,Maine
04116,44.408078,-70.470703,South Portland,ME,Cumberland,Maine
04216,44.56816,-70.704051,Andover,ME,Oxford,Maine
04123,44.408078,-70.470703,Portland,ME,Cumberland,Maine
04221,44.38575,-70.311314,Canton,ME,Oxford,Maine
04211,44.197009,-70.239485,Auburn,ME,Androscoggin,Maine
04223,44.023873,-70.285748,Danville,ME,Androscoggin,Maine
04217,44.428414,-70.770035,Bethel,ME,Oxford,Maine
04225,44.602705,-70.22651,Dryden,ME,Franklin,Maine
04219,44.265009,-70.587095,Bryant Pond,ME,Oxford,Maine
04227,44.579135,-70.326337,East Dixfield,ME,Franklin,Maine
04220,44.326165,-70.381112,Buckfield,ME,Oxford,Maine
04230,44.062672,-70.327049,East Poland,ME,Androscoggin,Maine
04222,43.968378,-70.184618,Durham,ME,Androscoggin,Maine
04234,44.617509,-70.182012,East Wilton,ME,Franklin,Maine
04224,44.553968,-70.422541,Dixfield,ME,Oxford,Maine
04236,44.189655,-70.136683,Greene,ME,Androscoggin,Maine
04226,44.555618,-70.691857,East Andover,ME,Oxford,Maine
04238,44.22564,-70.372831,Hebron,ME,Oxford,Maine
04228,44.197009,-70.239485,East Livermore,ME,Androscoggin,Maine
04241,44.197009,-70.239485,Lewiston,ME,Androscoggin,Maine
04231,44.313283,-70.861797,Stoneham,ME,Oxford,Maine
04243,44.197009,-70.239485,Lewiston,ME,Androscoggin,Maine
04237,44.494347,-70.735691,Hanover,ME,Oxford,Maine
04250,44.033026,-70.101247,Lisbon,ME,Androscoggin,Maine
04239,44.541508,-70.208556,Jay,ME,Franklin,Maine
04252,44.032476,-70.068046,Lisbon Falls,ME,Androscoggin,Maine
04240,44.086323,-70.169297,Lewiston,ME,Androscoggin,Maine
04254,44.242189,-70.188508,Livermore Falls,ME,Androscoggin,Maine
04253,44.297416,-70.189139,Livermore,ME,Androscoggin,Maine
04256,44.079644,-70.272624,Mechanic Falls,ME,Androscoggin,Maine
04255,44.401595,-70.708774,Greenwood,ME,Oxford,Maine
04258,44.146121,-70.339859,Minot,ME,Androscoggin,Maine
04257,44.570265,-70.516131,Mexico,ME,Oxford,Maine
04261,44.689526,-71.011246,Newry,ME,Oxford,Maine
04259,44.349166,-69.870181,Monmouth,ME,Kennebec,Maine
04263,44.292089,-70.135366,Leeds,ME,Androscoggin,Maine
04260,43.967474,-70.299687,New Gloucester,ME,Cumberland,Maine
04265,44.303359,-70.037848,North Monmouth,ME,Kennebec,Maine
04262,45.063384,-70.381639,North Jay,ME,Franklin,Maine
04267,44.566156,-70.661557,North Waterford,ME,Oxford,Maine
04266,44.357987,-70.255783,North Turner,ME,Androscoggin,Maine
04270,44.284385,-70.507791,Oxford,ME,Oxford,Maine
04268,44.280503,-70.691576,Norway,ME,Oxford,Maine
04274,44.047435,-70.389923,Poland,ME,Androscoggin,Maine
04271,44.264111,-70.498513,Paris,ME,Oxford,Maine
04276,44.523556,-70.638174,Rumford,ME,Oxford,Maine
04275,44.566156,-70.661557,Roxbury,ME,Oxford,Maine
04278,44.377031,-70.568041,Rumford Center,ME,Oxford,Maine
04280,44.126723,-70.126922,Sabattus,ME,Androscoggin,Maine
04281,44.353052,-70.607841,South Paris,ME,Oxford,Maine
04282,44.265473,-70.254155,Turner,ME,Androscoggin,Maine
04283,44.197009,-70.239485,Turner Center,ME,Androscoggin,Maine
04284,44.359835,-70.074555,Wayne,ME,Kennebec,Maine
04285,45.063384,-70.381639,Weld,ME,Franklin,Maine
04286,44.40205,-70.860094,West Bethel,ME,Oxford,Maine
04287,44.057514,-69.965553,Bowdoin,ME,Sagadahoc,Maine
04288,44.197009,-70.239485,West Minot,ME,Androscoggin,Maine
04289,44.340438,-70.543265,West Paris,ME,Oxford,Maine
04291,44.040857,-70.453006,West Poland,ME,Androscoggin,Maine
04290,44.477183,-70.436722,Peru,ME,Oxford,Maine
04330,44.351642,-69.803773,Augusta,ME,Kennebec,Maine
04292,44.3189,-70.477506,Sumner,ME,Oxford,Maine
04332,44.414056,-69.751913,Augusta,ME,Kennebec,Maine
04294,44.618873,-70.245935,Wilton,ME,Franklin,Maine
04336,44.315693,-69.818009,Augusta,ME,Kennebec,Maine
04333,44.414056,-69.751913,Augusta,ME,Kennebec,Maine
04338,44.414056,-69.751913,Augusta,ME,Kennebec,Maine
04342,44.077448,-69.738418,Dresden,ME,Lincoln,Maine
04341,44.258771,-69.551024,Coopers Mills,ME,Lincoln,Maine
04344,44.256614,-69.797105,Farmingdale,ME,Kennebec,Maine
04343,44.414056,-69.751913,East Winthrop,ME,Kennebec,Maine
04346,44.269959,-69.724135,Randolph,ME,Kennebec,Maine
04345,44.296652,-69.796909,Gardiner,ME,Kennebec,Maine
04348,44.220432,-69.513293,Jefferson,ME,Lincoln,Maine
04347,44.24913,-69.795037,Hallowell,ME,Kennebec,Maine
04351,44.358014,-69.867001,Manchester,ME,Kennebec,Maine
04349,44.414056,-69.751913,Kents Hill,ME,Kennebec,Maine
04353,44.188406,-69.575119,Whitefield,ME,Lincoln,Maine
04350,44.158104,-69.95404,Litchfield,ME,Kennebec,Maine
04355,44.38484,-69.953716,Readfield,ME,Kennebec,Maine
04352,44.461522,-69.986762,Mount Vernon,ME,Kennebec,Maine
04357,44.108059,-69.827489,Richmond,ME,Sagadahoc,Maine
04354,44.39559,-69.4168,Palermo,ME,Waldo,Maine
04359,44.183266,-69.777196,South Gardiner,ME,Kennebec,Maine
04358,44.375578,-69.586327,South China,ME,Kennebec,Maine
04360,44.414056,-69.751913,Vienna,ME,Kennebec,Maine
04363,44.414056,-69.751913,Windsor,ME,Kennebec,Maine
04364,44.322865,-69.957627,Winthrop,ME,Kennebec,Maine
04402,45.519867,-68.647416,Bangor,ME,Penobscot,Maine
04401,45.061744,-68.878893,Bangor,ME,Penobscot,Maine
04406,45.184103,-69.233382,Abbot,ME,Piscataquis,Maine
04410,45.058864,-68.95432,Bradford,ME,Penobscot,Maine
04408,44.641873,-68.391481,Aurora,ME,Hancock,Maine
04412,44.83561,-68.783742,Brewer,ME,Penobscot,Maine
04411,44.914946,-68.625688,Bradley,ME,Penobscot,Maine
04414,45.310095,-69.029462,Brownville,ME,Piscataquis,Maine
04413,45.002969,-67.495548,Brookton,ME,Washington,Maine
04416,44.600448,-68.773241,Bucksport,ME,Hancock,Maine
04415,45.351184,-69.058062,Brownville Junction,ME,Piscataquis,Maine
04418,45.049429,-68.581212,Greenbush,ME,Penobscot,Maine
04417,44.81782,-68.817481,Burlington,ME,Penobscot,Maine
04421,44.415639,-68.792883,Castine,ME,Hancock,Maine
04419,44.808062,-68.940624,Carmel,ME,Penobscot,Maine
04423,45.039478,-68.529182,Costigan,ME,Penobscot,Maine
04420,44.412968,-68.798047,Castine,ME,Hancock,Maine
04427,44.989376,-68.865187,Corinth,ME,Penobscot,Maine
04422,45.066999,-69.040695,Charleston,ME,Penobscot,Maine
04429,44.894294,-68.818345,Holden,ME,Penobscot,Maine
04424,45.658831,-67.866054,Danforth,ME,Washington,Maine
04430,45.233408,-68.689174,East Millinocket,ME,Penobscot,Maine
04426,45.171605,-69.207725,Dover Foxcroft,ME,Piscataquis,Maine
04434,45.519867,-68.647416,Etna,ME,Penobscot,Maine
04428,44.79169,-68.577728,Eddington,ME,Penobscot,Maine
04438,44.632657,-68.849975,Frankfort,ME,Waldo,Maine
04431,44.561174,-68.664735,East Orland,ME,Hancock,Maine
04441,45.792364,-69.30463,Greenville,ME,Piscataquis,Maine
04435,44.966032,-69.13308,Exeter,ME,Penobscot,Maine
04443,45.315976,-69.457444,Guilford,ME,Piscataquis,Maine
04442,45.792364,-69.30463,Greenville Junction,ME,Piscataquis,Maine
04449,45.006054,-68.884621,Hudson,ME,Penobscot,Maine
04444,44.835984,-68.829046,Hampden,ME,Penobscot,Maine
